"","access_clean","access_eletric","agro_land","water_total","co2_total","crop_prod","air_transport","fert_cons","food_prod","forest_area","gov_effective","land_area","livestock_prod","methane_total","nitrous_total","air_pollution","pop_density","reg_quality","renewables","fish_total","urban_pop","renew_water","sdi","ndgain","paris","continent"
"AFG",32.45,97.7,58.2769881790166,20.282,0.297563650500103,121.7,20.0142059549175,10.9725,112.55,1.85278199408184,-1.51861417293549,652230,99.35,15679.104,4647.418829,52.41704109,57.9082516903546,-1.11377799510956,18.51,10729,25.754,1248.36180644069,0.551,32.8444258217591,"No","Asia"
"ALB",81.6,100,42.8467153284672,1.131,1.74946245713759,107.76,0,94.4393278688525,104.11,28.7919708029197,-0.0621441006660461,27400,99.01,2848.125872,1121.354209,18.63878032,104.167554744526,0.272065460681915,40.11,15011.5,61.229,9424.7371672043,0.806,50.780027038358,"No","Europe"
"DZA",99.7,99.5,17.347004145287,9.802,3.99440182789199,121.01,25.641745,20.6756433750299,112.16,0.814110350369751,-0.56773042678833,2381741,95.95,90220.78805,12597.83722,32.83308539,17.9303156808402,-1.38831329345703,0.16,105388.57,73.189,263.362676092617,0.781,47.4782850617347,"No","Africa"
"AGO",49.3,45.6338806152344,36.7987486965589,0.7057,0.753638205444169,107.59,68.04358,6.65242401640873,107.53,53.8721745407877,-1.12856233119965,1246700,106.28,35023.4996,18795.60166,28.4208104,25.9513820486083,-0.833844542503357,54.39,401696,66.177,4574.45399873424,0.626,37.4019055399106,"No","Africa"
"ATG",100,100,20.4545454545455,0.0044,5.52558159731646,84.77,0.18092731080894,10.2725,86.62,18.5909090909091,-0.0546945296227932,440,91.93,203.200389,12.02652,17.59200058,209.356818181818,0.470356702804565,0.69,3185,24.506,564.499495207182,0.597,49.440783762307,"No","Americas"
"ARG",99.9,100,42.5907792625398,37.69,3.74202981162433,113.13,280.283172,50.869758729766,112.59,10.4801786099266,-0.120677568018436,2736690,110.51,132855.1587,49875.87787,13.51118918,16.4208266190179,-0.453079700469971,10.74,828687.19,91.991,6497.7385199647,0.764,49.7589891276937,"No","Americas"
"ARM",98.1,100,58.9041095890411,2.865,2.1965523671897,68.53,0.3265,203.100944244604,81.28,11.5447839831401,-0.225958585739136,28470,101.42,2323.339834,1158.334532,33.65637939,99.0727783631893,0.242604270577431,10.34,18270,63.219,2431.75038520146,0.807,57.1327456532886,"No","Asia"
"AUS",100,100,47.1237724290889,10.53,15.5990453615115,84.06,1931.1555305,84.4899865894744,91.53,17.4213145571644,1.53876042366028,7692020,96.17,144211.7857,61687.22811,6.745497859,3.29365056253104,1.86464607715607,10.06,257363.53,86.124,19419.9083901346,0.156,69.5082299698264,"No","Oceania"
"AUT",100,100,32.1280901599612,3.49,7.26333120118199,98.08,320.036527,118.509049210504,99.96,47.2074648570044,1.49224412441254,82520,101.07,6963.743072,3779.04452,12.16821803,107.609306834707,1.44640731811523,33.98,4605.04,58.515,6193.74949323868,0.239,69.955487203306,"No","Europe"
"AZE",98,100,57.8278123260822,12.59,3.54349533028946,137.56,1620.43791,75.5911259541985,121.46,13.5533670481767,-0.12810717523098,82654,112.96,16038.22239,4478.074702,25.4950546,121.280071139933,-0.223895654082298,1.62,1708.4,56.031,809.534208082513,0.774,53.4808183508117,"No","Asia"
"BHS",100,100,1.2987012987013,NA,6.48289363427156,100.6,0,170.5625,99.87,50.9350649350649,0.445289075374603,10010,98.21,216.424712,34.561201,15.59065792,40.4152847152847,-0.0573959499597549,1.18,10151.91,83.132,1730.28769740729,0.379,48.8918601446007,"No","Americas"
"BHR",100,100,10.3846153846154,0.1551,22.063354812112,99.51,311.15413,827.614285714286,129.86,0.871794871794872,0.245266824960709,780,137,17483.53116,181.304702,59.21710593,1915.62564102564,0.471980392932892,0,14860.5,89.394,2.67703930161399,0.401,51.7947593448004,"No","Asia"
"BGD",23.5,92.2,75.8392870861182,35.87,0.559733655592985,109.87,168.660713625,316.021086983808,108.34,14.4687716063609,-0.753748297691345,130170,105.24,88389.53797,27472.5972,63.4255285,1271.53892601982,-0.937222182750702,26.37,4384219,37.405,634.378906981093,0.681,37.0713513390206,"Yes","Asia"
"BRB",100,100,23.2558139534884,0.07,4.16614319366122,97.21,NA,54.3971428571429,105.02,14.6511627906977,0.592136740684509,430,107.63,2353.026713,38.16102,21.34389367,651.581395348837,0.39874941110611,2.79,900.24,31.158,285.530730244843,0.758,57.0232140696303,"Yes","Americas"
"BLR",99.6,100,41.3223954869066,1.358,6.12342695003417,96.1,2.8839,153.880273061439,101.63,43.1261547557461,-0.174313709139824,202965,106.35,17032.60472,15522.33821,16.42351285,46.4107506220284,-0.673096418380737,7.81,10252.7,79.044,3609.43455235262,NA,59.4564310083053,"Yes","Europe"
"BEL",100,100,44.7959907529723,4.199,8.09379074556662,99.86,1353.426977272,265.8835441148,100.97,22.7642007926024,1.11346733570099,30280,101.97,8081.030875,4623.263765,12.6724532,379.424702774108,1.27653729915619,10.2,21436,98.041,1044.47914436269,0.321,63.2441386675116,"Yes","Europe"
"BLZ",83.1,92.72,7.62823323103902,0.101,1.89208291034323,93.17,0,449.784239130435,96.97,56.4756685664182,-0.634144604206085,22810,111.94,506.17676,204.101468,21.17639652,17.0580885576502,-0.559759736061096,30.43,214561.32,45.866,39219.2138166772,0.764,43.6812363856358,"Yes","Americas"
"BEN",4.8,39.9980926513672,35.0301525363604,0.13,0.60823677321991,124.72,NA,55.4636714285714,117.25,28.2471621142249,-0.490515828132629,112760,118.19,3965.78607,3093.855339,46.8584555,108.996488116353,-0.446330428123474,46.47,79377.35,47.861,838.049463469343,0.587,38.4507105916537,"Yes","Africa"
"BTN",84.6,100,13.4504457262716,0.3379,1.86720072342627,94.25,0.318844,14.3121276595745,102.23,71.3974829575249,0.251602798700333,38140,146.72,474.303204,102.523898,40.29859817,20.1221552176193,-0.359623849391937,82.85,224.27,41.612,101634.093808269,0.673,48.2370964193064,"Yes","Asia"
"BOL",86.5,95.08,35.0737763315794,2.088,1.85346150629409,107.81,22.980404,6.24507490571431,109.81,47.1095356780209,-0.790492653846741,1083300,112.65,26421.00763,9692.654062,26.83286559,10.8717022062217,-1.00195634365082,13.52,11725,69.773,25769.8804863417,0.771,41.6444238512615,"Yes","Americas"
"BIH",41.9,100,43.28125,0.3055,6.28566395622831,115.28,0,60.3591231527094,105.35,42.7326171875,-0.706194877624512,51200,85.66,3657.090099,1268.3666,29.46633319,65.63888671875,-0.128735393285751,36.84,4262.4,48.626,10563.240933243,0.712,50.9664103614866,"Yes","Europe"
"BWA",64.8,70.095085144043,45.63372328975,0.202,2.8796632558601,115.65,0.675495,51.2911153846154,100.88,27.1257918232668,0.375697076320648,566730,98.55,1887.447906,1333.910042,24.71873626,4.41074585781589,0.498032212257385,25.74,73,70.172,960.11444564192,0.36,50.4518449013576,"Yes","Africa"
"BRA",96.3,99.8,28.490129502497,67.44,2.05077012882977,111.98,1521.14944,290.244100576606,109.25,59.5585261792696,-0.233971297740936,8358140,107.56,443522.1588,182232.0875,11.65399121,25.3385176606278,-0.121404096484184,47.58,1328178.88,86.824,26730.2062067548,0.747,48.8549838518209,"Yes","Americas"
"BRN",100,100,2.5426944971537,0.092,16.111932938856,98.27,122.45694,177.25,100.29,72.1062618595825,1.2790025472641,5270,100.66,1637.264271,121.802947,7.680643971,83.1210626185958,0.624943494796753,0.01,14623.57,77.942,19404.266199138,0.255,56.1310103017222,"Yes","Asia"
"BGR",NA,99.1950073242188,46.3983050847458,5.422,5.61371010274005,110.9,1.257,135.841179516686,107.73,35.7406042741341,0.173825904726982,108560,92.25,6857.289441,4368.373865,19.36594583,64.2571941783346,0.530806183815002,19.32,26843.24,75.347,3010.42423901851,0.666,56.1749946039163,"Yes","Europe"
"BFA",10.3,17.6,45.7565789473684,0.818,0.26950158887331,116.45,0.04808,9.6884582839736,121.26,22.9035087719298,-0.778358161449432,273600,119.23,15021.63586,9729.560757,53.67033962,76.5776279239766,-0.42292308807373,67.2,28403,29.98,596.612035936663,0.487,37.7873533433214,"Yes","Africa"
"BDI",0.2,9.83940029144287,79.7897196261682,0.2801,0.0595713389942667,131.96,NA,19.9214144736842,135.1,10.8894080996885,-1.37477970123291,25680,131.11,1364.913493,1684.611594,33.27977863,462.415809968847,-0.991803586483002,84.84,21927,13.366,847.169451911681,0.467,35.3354073943407,"Yes","Africa"
"CPV",79.7,91.4,19.6029776674938,0.0253,1.06961509800184,70.18,0.049965,4.0876,78.9,11.2704714640199,0.278715848922729,4030,92.92,89.104457,56.19384,51.11721004,143.183622828784,-0.0247740764170885,22.41,17195.32,66.195,519.903644524548,0.71,50.7998366810148,"Yes","Africa"
"KHM",34.5,84,33.7108305007931,2.184,1.11633042620485,115.51,0.68860716,42.7631973298369,110.22,46.589961477453,-0.623606085777283,176520,96.35,18056.7931,4834.090588,22.1120864,91.8181849082257,-0.609220564365387,53.05,908508.01,23.805,7440.88659829689,0.64,39.9630824735156,"Yes","Asia"
"CMR",22.7,63.1768951416016,20.6257536333058,1.0884,0.370691707164993,102.53,0.031566,13.3853290322581,100.86,43.147976560682,-0.866170048713684,472710,100.24,17422.17091,62183.30517,64.47088106,54.5415603647056,-0.847178757190704,78.79,303853.82,56.968,10588.6428233961,0.607,39.7792012523177,"Yes","Africa"
"CAN",100,100,6.43435624426279,36.253,15.0527469447143,106.99,3109.04305844707,106.732560546471,110.39,38.6996371683291,1.69739508628845,8965590,115.99,103220.225,44164.50684,7.100156005,4.19394931064213,1.71000242233276,22.47,980163.12,81.482,75795.3928634781,0.179,68.4380059811605,"Yes","Americas"
"CAF",0.800000000000001,14.3,7.87986773251148,0.0725,0.0451882048419334,110.23,NA,0.236638888888889,107.21,35.8486628784231,-1.780198097229,622980,105.58,9538.027066,10056.09004,46.3767539,8.36194420366625,-1.38387441635132,91.26,29209,41.77,27066.8516682779,0.428,27.7253411607755,"Yes","Africa"
"TCD",6.6,8.4,39.9761753494282,0.8796,0.0981963885605548,109.81,NA,2.35431698113208,118.38,3.51175349428208,-1.60704827308655,1259200,123.39,56111.13106,25832.43137,59.2825236,12.8072315756036,-1.12440085411072,72.78,107105,23.279,930.124923218188,0.428,26.6418632195065,"Yes","Africa"
"CHL",100,100,15.2390051806782,35.368,4.82762007480769,110.73,1232.41109,330.505174785793,107.59,24.3268615204188,0.863591849803925,743532,102.45,11657.5438,6599.049106,22.76585719,25.6068131566631,1.15849316120148,25.27,3787588.99,87.643,46482.3497064128,0.678,60.3592263975887,"No","Americas"
"CHN",79.4,100,55.462649429444,602.12,7.64543578560038,107.06,25394.5878,399.598971711768,103.21,23.2311175399783,0.54490339756012,9388210,96.97,1163215.195,536538.2013,47.67263439,149.948179684945,-0.304319977760315,14.33,82593752.45,60.308,1998.16017815727,0.461,57.1682621825438,"Yes","Asia"
"COL",92.1,99.4442596435547,39.9765660207301,28.23487353,1.57782014077396,105.54,1547.674684,508.886726091011,104.81,53.4846327174403,0.032749880105257,1109500,106.81,78081.48948,22577.39139,22.01072747,45.2342550698513,0.317910939455032,31.5,283097.95,81.104,42739.8060780428,0.801,47.9262315633541,"Yes","Americas"
"COM",9.60000000000001,83.3279495239258,71.4669532509404,0.01,0.412396679587249,107.08,NA,1.782,105.84,17.9258463191832,-1.75323903560638,1861,99.03,237.035156,47.7098,17.15567571,425.032778076303,-1.19900012016296,53,NA,29.164,1517.09385501134,NA,37.4825261244952,"Yes","Africa"
"COD",4.2,19.1,14.9224763459121,0.6836,0.0337148799163223,110.94,0.7512,2.40997953216374,109.93,56.1331289561324,-1.65568780899048,2267050,100.95,35279.79664,14859.45101,35.86088793,39.658097527624,-1.52206444740295,96.29,242290,45.046,10010.3562696919,0.517,32.3852076986186,"Yes","Africa"
"COG",32.2,47.7288208007813,31.1361639824305,0.046,1.25766214248646,102.97,4.15110874340146,4.2566,103.94,64.307467057101,-1.13162696361542,341500,106.52,10589.08843,1777.594051,39.30341272,16.312541727672,-1.29221296310425,69.97,71080.84,67.373,39851.1291063492,0.618,35.0746008252789,"No","Africa"
"CRI",95.4,99.71,34.7826086956522,3.13813,1.56482445188662,96.99,10.8,637.059794238683,101.84,59.1167254210732,0.347733318805695,51060,111.08,4919.66067,1988.550226,17.42174135,99.57955346651,0.544661998748779,33.42,39814.97,80.076,22224.267641545,0.85,53.9656357700988,"Yes","Americas"
"CIV",28.7,68.566650390625,73.0503144654088,1.162,0.414528305155615,121.55,9.166862,52.5044771428571,116.75,9.27547169811321,-0.559290289878845,318000,113.17,7780.217869,3328.791218,55.62337378,82.2250031446541,-0.300067454576492,62.41,114051.42,51.239,2938.70733821305,0.58,40.6463112635554,"No","Africa"
"HRV",100,100,26.8744192695304,0.67,4.06451947763153,98.19,0.4406,211.750911300122,99.5,34.6045672217854,0.456991463899612,55964,101.45,3678.502955,1760.421047,18.46495986,72.6405010363805,0.552517652511597,31.6,85024.38,57.242,9273.7155596466,0.714,55.6443818217387,"Yes","Europe"
"CUB",94,99.8,61.6666666666667,6.958,2.15774090266798,92.64,13.708525,25.5737743244172,95.36,31.233140655106,-0.177793011069298,103800,104.21,10837.05943,3480.347125,17.72659724,109.024055876686,-1.50501537322998,23.14,45468.3,77.109,3368.47403442895,0.811,45.8746688922309,"Yes","Americas"
"CYP",100,100,13.5636796536797,0.231,5.85187933947248,88.74,0.14,187.751191705007,106.12,18.6742424242424,0.955951392650604,9240,115.62,744.686573,369.459398,15.57380293,132.990909090909,0.999724805355072,11.97,9638.39,66.805,634.747028895638,0.334,58.280677520836,"Yes","Asia"
"CZE",100,100,45.6399997409511,1.506,9.15611790623386,87.1,22.73254,165.691543313831,92.95,34.6514173213048,0.919761836528778,77205.5,100.42,12423.22987,5078.653309,16.75140093,138.226810266108,1.23532867431641,15.88,24707,73.921,1232.21141187065,0.399,64.6250915417786,"Yes","Europe"
"DNK",100,100,65.649125,0.945594,5.10738642637222,103.74,NA,136.082852100978,100.59,15.6875,1.87338101863861,40000,98.98,7896.685272,5419.384022,9.785959755,145.36055,1.5476325750351,37.29,679876.49,87.994,1031.91684401304,0.37,71.4458418048583,"Yes","Europe"
"DJI",9.20000000000001,64.7,73.4641932700604,0.019,0.398763866464803,158.49,NA,24.47,136.75,0.245901639344262,-0.817990303039551,23180,129.2,656.5119,258.864494,43.16577438,46.3327868852459,-0.821162223815918,26.99,NA,77.915,279.331169447874,0.564,42.9297473638266,"Yes","Africa"
"DMA",89.6,99.9192276000977,33.3333333333333,0.02,2.43741949935599,100.2,NA,802.26,100.26,63.8266666666667,-0.253151446580887,750,100.65,43.70442,21.07685,18.60844325,95.2373333333333,0.151736706495285,7.91,860.4,70.786,2800.0224001792,NA,54.0573126571576,"Yes","Americas"
"DOM",90.9,99,51.1034903536639,7.137,2.36863439614581,120.14,0,155.083740022805,116.56,44.9393027708232,-0.351272493600845,47531,108.67,9137.69986,3404.53699,17.72938154,228.942837306179,-0.0187732968479395,14.89,18731.01,81.828,2159.55291557104,0.811,46.4447569254609,"Yes","Americas"
"ECU",94.5,99.09,21.4607827347399,9.9158,2.28505501120289,94.94,50.80511,380.863690596562,100.44,50.5802061523595,-0.367639988660812,248360,105.72,28293.94223,5276.364039,19.97447395,69.8330649057819,-0.796693980693817,17.73,1303595.23,63.986,25507.7624549261,0.783,44.3649715132198,"No","Americas"
"EGY",99.9,100,3.93992666633181,77.5,2.06316078338081,101.21,483.4138791,504.721963342653,100.61,0.0451855944547692,-0.251194149255753,995450,99.78,65216.60506,20367.87605,67.88817813,106.101432517957,-0.758563220500946,6.23,2038992.34,42.73,9.46802294075448,0.752,46.1005673810702,"Yes","Africa"
"SLV",90.7,97.36,57.707528957529,0.3891,1.25994054027114,107.01,13.107,59.3907489597781,102.87,28.3967181467181,-0.531054139137268,20720,95.11,3273.22967,932.473244,22.32472418,303.099276061776,-0.0379504486918449,19.38,61592.74,72.746,2488.76750596357,0.723,45.9157811794518,"Yes","Americas"
"GNQ",24,66.5712509155273,3.73618538324421,0.0198,3.13998883473672,102.84,0.288954,16.8433962264151,102.64,87.5857397504456,-1.04120028018951,28050,100.24,5028.424988,34.701962,45.28465901,55.3665240641711,-1.69174087047577,8.12,6432.72,72.627,16741.4559013954,NA,41.6990738921776,"Yes","Africa"
"ERI",11.1,50.2704086303711,62.7020628070177,0.582,0.199267295412336,99.93,0,5.98663768115942,103.91,8.74145380877288,-1.80254232883453,121080.546,106.28,3694.387114,1719.642553,44.07053957,28.8966156462492,-2.19213676452637,80.55,5644.4,40.712,800.270262700146,NA,30.3995847208222,"Yes","Africa"
"EST",100,100,23.1204678362573,1.00645,7.58212010267556,120.29,0,90.2739130434783,106.74,57.0385964912281,1.13979399204254,42750,95.47,1092.331316,1829.81086,5.893562381,31.0385497076023,1.58012461662292,31.34,87816.97,69.051,9578.73174878551,0.26,64.3671501649164,"Yes","Europe"
"SWZ",54.7,77.0303955078125,69.593023255814,1.068,0.999903386846761,104.84,0.043615,63.3333333333333,104.02,28.8575581395349,-0.638883948326111,17200,101.04,1338.517451,447.5226,23.34521196,68.0007558139535,-0.531037092208862,65.47,165,23.981,2257.15685444673,0.621,42.0534306434778,"No","Africa"
"ETH",6.2,48.0476188659668,33.8392576144297,10.5481,0.155169188831947,108.11,2450.27296,31.9104446640316,110.36,15.1886785650104,-0.661525189876556,1128570.858,115.78,90115.60119,51133.34736,33.7807199,101.119564793866,-0.910632014274597,89.5,59432,21.225,1069.04455825037,0.523,38.6287556983433,"Yes","Africa"
"FJI",47.9,96.0940475463867,17.1209633278599,0.0849,1.51720533716581,109.58,108.9135,81.1758575197889,120.46,62.0328407224959,0.76248824596405,18270,141.44,501.497348,198.648411,10.9932094,50.2717569786535,0.0334556773304939,26.48,42053.87,56.75,31084.472462206,0.786,51.3756448392069,"Yes","Oceania"
"FIN",100,100,7.48198598361465,3,7.42303960115952,106.37,1067.31511,95.2806191536748,102.16,73.7307932747672,1.97287130355835,303930,99.94,4639.851178,6008.999936,5.565330197,18.1673609054717,1.84047222137451,45.6,179213.09,85.446,19378.4199741887,0.225,73.4501969313851,"Yes","Europe"
"FRA",100,100,52.2706969320089,26.27207965,4.46016494835631,100.05,4522.586,156.655377632234,98.14,31.3567354631573,1.33828783035278,547557,97.77,59456.62171,37375.35948,11.40575038,123.070294051578,1.43153774738312,15.53,719886.96,80.709,2967.88741366582,0.49,68.0379461134735,"Yes","Europe"
"GAB",88.8,90.3191452026367,8.35656459812939,0.1391,2.35176354398661,103.89,NA,39.8623384615385,103.7,91.3667869755889,-0.957518041133881,257670,102.81,7821.91383,584.242164,36.74675483,8.70409826522296,-0.958428800106049,89.78,29055,89.741,73123.3711657604,0.748,42.997933619273,"Yes","Africa"
